,date,time,currency,impact,event,actual,forecast,previous,actual_val,forecast_val,previous_val,rule_sentiment,finber_input,nlp_sentiment,nlp_confidence,market_sentiment
16,Tue,,JPY,Low,M2 Money Stock y/y,0.5%,0.6%,0.8%,0.5,0.6,0.8,neutral,EVENT: M2 Money Stock y/y | IMPACT (important): Low | FORECAST VALUE: 0.6 | PREVIOUS VALUE: 0.8 | ACTUAL RESULT: 0.5,negative,0.9313046932220459,bearish
17,Tue,5:56am,AUD,Low,Westpac Consumer Sentiment,2.2%,,-6.0%,2.2,7.064583333333334,-6.0,neutral,EVENT: Westpac Consumer Sentiment | IMPACT (important): Low | FORECAST VALUE: 7.064583333333334 | PREVIOUS VALUE: -6.0 | ACTUAL RESULT: 2.2,negative,0.933488130569458,bearish
18,Tue,7:00am,AUD,Low,NAB Business Confidence,-1,,-3,-1.0,7.064583333333334,-3.0,neutral,EVENT: NAB Business Confidence | IMPACT (important): Low | FORECAST VALUE: 7.064583333333334 | PREVIOUS VALUE: -3.0 | ACTUAL RESULT: -1.0,negative,0.9004190564155579,bearish
19,Tue,9:05am,JPY,Low,30-y Bond Auction,2.94|3.1,,2.41|3.0,12.643749999999999,7.064583333333334,5.961311475409836,neutral,EVENT: 30-y Bond Auction | IMPACT (important): Low | FORECAST VALUE: 7.064583333333334 | PREVIOUS VALUE: 5.961311475409836 | ACTUAL RESULT: 12.643749999999999,negative,0.8178381323814392,bearish
20,Tue,11:30am,GBP,High,Claimant Count Change,5.2K,22.3K,-16.9K,12.643749999999999,7.064583333333334,5.961311475409836,neutral,EVENT: Claimant Count Change | IMPACT (important): High | FORECAST VALUE: 7.064583333333334 | PREVIOUS VALUE: 5.961311475409836 | ACTUAL RESULT: 12.643749999999999,neutral,0.6466253399848938,neutral
21,Tue,,GBP,Medium,Average Earnings Index 3m/y,5.5%,5.2%,5.7%,5.5,5.2,5.7,neutral,EVENT: Average Earnings Index 3m/y | IMPACT (important): Medium | FORECAST VALUE: 5.2 | PREVIOUS VALUE: 5.7 | ACTUAL RESULT: 5.5,neutral,0.499490886926651,neutral
22,Tue,,GBP,Low,Unemployment Rate,4.5%,4.5%,4.4%,4.5,4.5,4.4,neutral,EVENT: Unemployment Rate | IMPACT (important): Low | FORECAST VALUE: 4.5 | PREVIOUS VALUE: 4.4 | ACTUAL RESULT: 4.5,negative,0.883568286895752,bearish
23,Tue,All Day,EUR,Low,ECOFIN Meetings,,,,12.643749999999999,7.064583333333334,5.961311475409836,neutral,EVENT: ECOFIN Meetings | IMPACT (important): Low | FORECAST VALUE: 7.064583333333334 | PREVIOUS VALUE: 5.961311475409836 | ACTUAL RESULT: 12.643749999999999,neutral,0.5309731960296631,neutral
24,Tue,2:15pm,GBP,Low,MPC Member Pill Speaks,,,,12.643749999999999,7.064583333333334,5.961311475409836,neutral,EVENT: MPC Member Pill Speaks | IMPACT (important): Low | FORECAST VALUE: 7.064583333333334 | PREVIOUS VALUE: 5.961311475409836 | ACTUAL RESULT: 12.643749999999999,negative,0.7187219858169556,bearish
25,Tue,2:30pm,EUR,Medium,German ZEW Economic Sentiment,25.2,10.7,-14.0,25.2,10.7,-14.0,neutral,EVENT: German ZEW Economic Sentiment | IMPACT (important): Medium | FORECAST VALUE: 10.7 | PREVIOUS VALUE: -14.0 | ACTUAL RESULT: 25.2,neutral,0.7121841311454773,neutral
26,Tue,,EUR,Low,ZEW Economic Sentiment,11.6,-3.5,-18.5,11.6,-3.5,-18.5,neutral,EVENT: ZEW Economic Sentiment | IMPACT (important): Low | FORECAST VALUE: -3.5 | PREVIOUS VALUE: -18.5 | ACTUAL RESULT: 11.6,negative,0.8639013171195984,bearish
27,Tue,3:30pm,USD,Low,NFIB Small Business Index,95.8,94.9,97.4,95.8,94.9,97.4,neutral,EVENT: NFIB Small Business Index | IMPACT (important): Low | FORECAST VALUE: 94.9 | PREVIOUS VALUE: 97.4 | ACTUAL RESULT: 95.8,negative,0.9374735355377197,bearish
28,Tue,6:00pm,USD,High,Core CPI m/m,0.2%,0.3%,0.1%,0.2,0.3,0.1,bullish,EVENT: Core CPI m/m | IMPACT (important): High | FORECAST VALUE: 0.3 | PREVIOUS VALUE: 0.1 | ACTUAL RESULT: 0.2,negative,0.8770385384559631,bullish
29,Tue,,USD,High,CPI m/m,0.2%,0.3%,-0.1%,0.2,0.3,-0.1,bullish,EVENT: CPI m/m | IMPACT (important): High | FORECAST VALUE: 0.3 | PREVIOUS VALUE: -0.1 | ACTUAL RESULT: 0.2,negative,0.889900803565979,bullish
30,Tue,,USD,High,CPI y/y,2.3%,2.4%,2.4%,2.3,2.4,2.4,bullish,EVENT: CPI y/y | IMPACT (important): High | FORECAST VALUE: 2.4 | PREVIOUS VALUE: 2.4 | ACTUAL RESULT: 2.3,negative,0.8652818202972412,bullish
31,Tue,7:00pm,GBP,Low,CB Leading Index m/m,-0.4%,,-0.1%,-0.4,7.064583333333334,-0.1,neutral,EVENT: CB Leading Index m/m | IMPACT (important): Low | FORECAST VALUE: 7.064583333333334 | PREVIOUS VALUE: -0.1 | ACTUAL RESULT: -0.4,negative,0.9159671068191528,bearish
32,Tue,8:30pm,GBP,High,BOE Gov Bailey Speaks,,,,12.643749999999999,7.064583333333334,5.961311475409836,neutral,EVENT: BOE Gov Bailey Speaks | IMPACT (important): High | FORECAST VALUE: 7.064583333333334 | PREVIOUS VALUE: 5.961311475409836 | ACTUAL RESULT: 12.643749999999999,neutral,0.8374313712120056,neutral
33,Tue,9:04pm,USD,Medium,President Trump Speaks,,,,12.643749999999999,7.064583333333334,5.961311475409836,neutral,EVENT: President Trump Speaks | IMPACT (important): Medium | FORECAST VALUE: 7.064583333333334 | PREVIOUS VALUE: 5.961311475409836 | ACTUAL RESULT: 12.643749999999999,neutral,0.8732748031616211,neutral
34,Wed,2:00am,USD,Low,API Weekly Statistical Bulletin,,,,12.643749999999999,7.064583333333334,5.961311475409836,neutral,EVENT: API Weekly Statistical Bulletin | IMPACT (important): Low | FORECAST VALUE: 7.064583333333334 | PREVIOUS VALUE: 5.961311475409836 | ACTUAL RESULT: 12.643749999999999,negative,0.6159331202507019,bearish
35,Wed,4:15am,NZD,Low,Visitor Arrivals m/m,,,-3.7%,12.643749999999999,7.064583333333334,-3.7,neutral,EVENT: Visitor Arrivals m/m | IMPACT (important): Low | FORECAST VALUE: 7.064583333333334 | PREVIOUS VALUE: -3.7 | ACTUAL RESULT: 12.643749999999999,negative,0.8847012519836426,bearish
36,Wed,5:20am,JPY,Low,PPI y/y,,4.0%,4.2%,12.643749999999999,4.0,4.2,neutral,EVENT: PPI y/y | IMPACT (important): Low | FORECAST VALUE: 4.0 | PREVIOUS VALUE: 4.2 | ACTUAL RESULT: 12.643749999999999,negative,0.7151200771331787,bearish
37,Wed,7:00am,AUD,High,Wage Price Index q/q,,0.8%,0.7%,12.643749999999999,0.8,0.7,neutral,EVENT: Wage Price Index q/q | IMPACT (important): High | FORECAST VALUE: 0.8 | PREVIOUS VALUE: 0.7 | ACTUAL RESULT: 12.643749999999999,neutral,0.6503252387046814,neutral
38,Wed,11:30am,EUR,Low,German Final CPI m/m,,0.4%,0.4%,12.643749999999999,0.4,0.4,bearish,EVENT: German Final CPI m/m | IMPACT (important): Low | FORECAST VALUE: 0.4 | PREVIOUS VALUE: 0.4 | ACTUAL RESULT: 12.643749999999999,negative,0.8311509490013123,bearish
39,Wed,12:45pm,GBP,Low,MPC Member Breeden Speaks,,,,12.643749999999999,7.064583333333334,5.961311475409836,neutral,EVENT: MPC Member Breeden Speaks | IMPACT (important): Low | FORECAST VALUE: 7.064583333333334 | PREVIOUS VALUE: 5.961311475409836 | ACTUAL RESULT: 12.643749999999999,negative,0.6746235489845276,bearish
40,Wed,Tentative,CNY,Medium,New Loans,,710B,3640B,12.643749999999999,7.064583333333334,5.961311475409836,neutral,EVENT: New Loans | IMPACT (important): Medium | FORECAST VALUE: 7.064583333333334 | PREVIOUS VALUE: 5.961311475409836 | ACTUAL RESULT: 12.643749999999999,neutral,0.8715173602104187,neutral
41,Wed,Tentative,CNY,Low,M2 Money Supply y/y,,7.2%,7.0%,12.643749999999999,7.2,7.0,neutral,EVENT: M2 Money Supply y/y | IMPACT (important): Low | FORECAST VALUE: 7.2 | PREVIOUS VALUE: 7.0 | ACTUAL RESULT: 12.643749999999999,negative,0.8440907001495361,bearish
42,Wed,1:45pm,EUR,Low,German Buba President Nagel Speaks,,,,12.643749999999999,7.064583333333334,5.961311475409836,neutral,EVENT: German Buba President Nagel Speaks | IMPACT (important): Low | FORECAST VALUE: 7.064583333333334 | PREVIOUS VALUE: 5.961311475409836 | ACTUAL RESULT: 12.643749999999999,negative,0.7647130489349365,bearish
43,Wed,2:45pm,USD,Low,FOMC Member Waller Speaks,,,,12.643749999999999,7.064583333333334,5.961311475409836,neutral,EVENT: FOMC Member Waller Speaks | IMPACT (important): Low | FORECAST VALUE: 7.064583333333334 | PREVIOUS VALUE: 5.961311475409836 | ACTUAL RESULT: 12.643749999999999,negative,0.6900419592857361,bearish
44,Wed,Tentative,GBP,Low,10-y Bond Auction,,,4.64|2.9,12.643749999999999,7.064583333333334,5.961311475409836,neutral,EVENT: 10-y Bond Auction | IMPACT (important): Low | FORECAST VALUE: 7.064583333333334 | PREVIOUS VALUE: 5.961311475409836 | ACTUAL RESULT: 12.643749999999999,negative,0.8224782943725586,bearish
45,Wed,Tentative,EUR,Low,German 30-y Bond Auction,,,2.90|1.7,12.643749999999999,7.064583333333334,5.961311475409836,neutral,EVENT: German 30-y Bond Auction | IMPACT (important): Low | FORECAST VALUE: 7.064583333333334 | PREVIOUS VALUE: 5.961311475409836 | ACTUAL RESULT: 12.643749999999999,negative,0.8390448689460754,bearish
46,Wed,6:00pm,CAD,Low,Building Permits m/m,,-0.7%,2.9%,12.643749999999999,-0.7,2.9,neutral,EVENT: Building Permits m/m | IMPACT (important): Low | FORECAST VALUE: -0.7 | PREVIOUS VALUE: 2.9 | ACTUAL RESULT: 12.643749999999999,neutral,0.49052080512046814,neutral
47,Wed,6:40pm,USD,Low,FOMC Member Jefferson Speaks,,,,12.643749999999999,7.064583333333334,5.961311475409836,neutral,EVENT: FOMC Member Jefferson Speaks | IMPACT (important): Low | FORECAST VALUE: 7.064583333333334 | PREVIOUS VALUE: 5.961311475409836 | ACTUAL RESULT: 12.643749999999999,negative,0.6751985549926758,bearish
48,Wed,8:00pm,AUD,Low,CB Leading Index m/m,,,0.0%,12.643749999999999,7.064583333333334,0.0,neutral,EVENT: CB Leading Index m/m | IMPACT (important): Low | FORECAST VALUE: 7.064583333333334 | PREVIOUS VALUE: 0.0 | ACTUAL RESULT: 12.643749999999999,negative,0.8440860509872437,bearish
49,Wed,,USD,Low,Crude Oil Inventories,,-2.0M,-2.0M,12.643749999999999,7.064583333333334,5.961311475409836,neutral,EVENT: Crude Oil Inventories | IMPACT (important): Low | FORECAST VALUE: 7.064583333333334 | PREVIOUS VALUE: 5.961311475409836 | ACTUAL RESULT: 12.643749999999999,negative,0.627614438533783,bearish
50,Thu,Tentative,CAD,Low,Annual Budget Release,,,,12.643749999999999,7.064583333333334,5.961311475409836,neutral,EVENT: Annual Budget Release | IMPACT (important): Low | FORECAST VALUE: 7.064583333333334 | PREVIOUS VALUE: 5.961311475409836 | ACTUAL RESULT: 12.643749999999999,negative,0.618449866771698,bearish
51,Thu,3:10am,USD,Low,FOMC Member Daly Speaks,,,,12.643749999999999,7.064583333333334,5.961311475409836,neutral,EVENT: FOMC Member Daly Speaks | IMPACT (important): Low | FORECAST VALUE: 7.064583333333334 | PREVIOUS VALUE: 5.961311475409836 | ACTUAL RESULT: 12.643749999999999,negative,0.6661421060562134,bearish
52,Thu,4:15am,NZD,Low,FPI m/m,,,0.5%,12.643749999999999,7.064583333333334,0.5,neutral,EVENT: FPI m/m | IMPACT (important): Low | FORECAST VALUE: 7.064583333333334 | PREVIOUS VALUE: 0.5 | ACTUAL RESULT: 12.643749999999999,negative,0.8058730363845825,bearish
53,Thu,6:30am,AUD,Low,MI Inflation Expectations,,,4.2%,12.643749999999999,7.064583333333334,4.2,neutral,EVENT: MI Inflation Expectations | IMPACT (important): Low | FORECAST VALUE: 7.064583333333334 | PREVIOUS VALUE: 4.2 | ACTUAL RESULT: 12.643749999999999,negative,0.6780676245689392,bearish
54,Thu,7:00am,AUD,High,Employment Change,,20.9K,32.2K,12.643749999999999,7.064583333333334,5.961311475409836,neutral,EVENT: Employment Change | IMPACT (important): High | FORECAST VALUE: 7.064583333333334 | PREVIOUS VALUE: 5.961311475409836 | ACTUAL RESULT: 12.643749999999999,negative,0.4931690990924835,neutral
55,Thu,,AUD,High,Unemployment Rate,,4.1%,4.1%,12.643749999999999,4.1,4.1,neutral,EVENT: Unemployment Rate | IMPACT (important): High | FORECAST VALUE: 4.1 | PREVIOUS VALUE: 4.1 | ACTUAL RESULT: 12.643749999999999,negative,0.5465831756591797,neutral
56,Thu,11:30am,EUR,Low,German WPI m/m,,0.2%,-0.2%,12.643749999999999,0.2,-0.2,neutral,EVENT: German WPI m/m | IMPACT (important): Low | FORECAST VALUE: 0.2 | PREVIOUS VALUE: -0.2 | ACTUAL RESULT: 12.643749999999999,negative,0.7402982115745544,bearish
57,Thu,,GBP,High,GDP m/m,,0.0%,0.5%,12.643749999999999,0.0,0.5,neutral,EVENT: GDP m/m | IMPACT (important): High | FORECAST VALUE: 0.0 | PREVIOUS VALUE: 0.5 | ACTUAL RESULT: 12.643749999999999,neutral,0.5992351174354553,neutral
58,Thu,,GBP,Medium,Prelim GDP q/q,,0.6%,0.1%,12.643749999999999,0.6,0.1,neutral,EVENT: Prelim GDP q/q | IMPACT (important): Medium | FORECAST VALUE: 0.6 | PREVIOUS VALUE: 0.1 | ACTUAL RESULT: 12.643749999999999,neutral,0.7609919905662537,neutral
59,Thu,,GBP,Low,Construction Output m/m,,0.2%,0.4%,12.643749999999999,0.2,0.4,neutral,EVENT: Construction Output m/m | IMPACT (important): Low | FORECAST VALUE: 0.2 | PREVIOUS VALUE: 0.4 | ACTUAL RESULT: 12.643749999999999,negative,0.7396963834762573,bearish
60,Thu,,GBP,Low,Goods Trade Balance,,-19.7B,-20.8B,12.643749999999999,7.064583333333334,5.961311475409836,neutral,EVENT: Goods Trade Balance | IMPACT (important): Low | FORECAST VALUE: 7.064583333333334 | PREVIOUS VALUE: 5.961311475409836 | ACTUAL RESULT: 12.643749999999999,negative,0.729336678981781,bearish
61,Thu,,GBP,Low,Index of Services 3m/3m,,0.7%,0.6%,12.643749999999999,0.7,0.6,neutral,EVENT: Index of Services 3m/3m | IMPACT (important): Low | FORECAST VALUE: 0.7 | PREVIOUS VALUE: 0.6 | ACTUAL RESULT: 12.643749999999999,negative,0.7571911215782166,bearish
62,Thu,,GBP,Low,Industrial Production m/m,,-0.6%,1.5%,12.643749999999999,-0.6,1.5,neutral,EVENT: Industrial Production m/m | IMPACT (important): Low | FORECAST VALUE: -0.6 | PREVIOUS VALUE: 1.5 | ACTUAL RESULT: 12.643749999999999,negative,0.6263673305511475,bearish
63,Thu,,GBP,Low,Manufacturing Production m/m,,-0.8%,2.2%,12.643749999999999,-0.8,2.2,neutral,EVENT: Manufacturing Production m/m | IMPACT (important): Low | FORECAST VALUE: -0.8 | PREVIOUS VALUE: 2.2 | ACTUAL RESULT: 12.643749999999999,negative,0.7364436984062195,bearish
64,Thu,,GBP,Low,Prelim Business Investment q/q,,0.4%,-1.9%,12.643749999999999,0.4,-1.9,neutral,EVENT: Prelim Business Investment q/q | IMPACT (important): Low | FORECAST VALUE: 0.4 | PREVIOUS VALUE: -1.9 | ACTUAL RESULT: 12.643749999999999,negative,0.7628785967826843,bearish
65,Thu,,JPY,Low,Prelim Machine Tool Orders y/y,,,11.4%,12.643749999999999,7.064583333333334,11.4,neutral,EVENT: Prelim Machine Tool Orders y/y | IMPACT (important): Low | FORECAST VALUE: 7.064583333333334 | PREVIOUS VALUE: 11.4 | ACTUAL RESULT: 12.643749999999999,negative,0.875670313835144,bearish
66,Thu,12:00pm,CHF,Low,PPI m/m,,0.2%,0.1%,12.643749999999999,0.2,0.1,neutral,EVENT: PPI m/m | IMPACT (important): Low | FORECAST VALUE: 0.2 | PREVIOUS VALUE: 0.1 | ACTUAL RESULT: 12.643749999999999,negative,0.6325613260269165,bearish
67,Thu,12:15pm,EUR,Low,French Final CPI m/m,,0.5%,0.5%,12.643749999999999,0.5,0.5,bearish,EVENT: French Final CPI m/m | IMPACT (important): Low | FORECAST VALUE: 0.5 | PREVIOUS VALUE: 0.5 | ACTUAL RESULT: 12.643749999999999,negative,0.8179803490638733,bearish
68,Thu,2:30pm,EUR,Low,Flash Employment Change q/q,,0.1%,0.1%,12.643749999999999,0.1,0.1,neutral,EVENT: Flash Employment Change q/q | IMPACT (important): Low | FORECAST VALUE: 0.1 | PREVIOUS VALUE: 0.1 | ACTUAL RESULT: 12.643749999999999,negative,0.885037362575531,bearish
69,Thu,,EUR,Low,Flash GDP q/q,,0.4%,0.4%,12.643749999999999,0.4,0.4,neutral,EVENT: Flash GDP q/q | IMPACT (important): Low | FORECAST VALUE: 0.4 | PREVIOUS VALUE: 0.4 | ACTUAL RESULT: 12.643749999999999,negative,0.862932026386261,bearish
70,Thu,,EUR,Low,Industrial Production m/m,,1.7%,1.1%,12.643749999999999,1.7,1.1,neutral,EVENT: Industrial Production m/m | IMPACT (important): Low | FORECAST VALUE: 1.7 | PREVIOUS VALUE: 1.1 | ACTUAL RESULT: 12.643749999999999,negative,0.7327528595924377,bearish
71,Thu,5:45pm,CAD,Low,Housing Starts,,234K,214K,12.643749999999999,7.064583333333334,5.961311475409836,neutral,EVENT: Housing Starts | IMPACT (important): Low | FORECAST VALUE: 7.064583333333334 | PREVIOUS VALUE: 5.961311475409836 | ACTUAL RESULT: 12.643749999999999,negative,0.7119423151016235,bearish
72,Thu,6:00pm,CAD,Low,Manufacturing Sales m/m,,-1.8%,0.2%,12.643749999999999,-1.8,0.2,neutral,EVENT: Manufacturing Sales m/m | IMPACT (important): Low | FORECAST VALUE: -1.8 | PREVIOUS VALUE: 0.2 | ACTUAL RESULT: 12.643749999999999,negative,0.7467494010925293,bearish
73,Thu,,CAD,Low,Wholesale Sales m/m,,0.2%,0.3%,12.643749999999999,0.2,0.3,neutral,EVENT: Wholesale Sales m/m | IMPACT (important): Low | FORECAST VALUE: 0.2 | PREVIOUS VALUE: 0.3 | ACTUAL RESULT: 12.643749999999999,negative,0.7243189215660095,bearish
74,Thu,,USD,High,Core PPI m/m,,0.3%,-0.1%,12.643749999999999,0.3,-0.1,neutral,EVENT: Core PPI m/m | IMPACT (important): High | FORECAST VALUE: 0.3 | PREVIOUS VALUE: -0.1 | ACTUAL RESULT: 12.643749999999999,neutral,0.7555685639381409,neutral
75,Thu,,USD,High,Core Retail Sales m/m,,0.3%,0.5%,12.643749999999999,0.3,0.5,neutral,EVENT: Core Retail Sales m/m | IMPACT (important): High | FORECAST VALUE: 0.3 | PREVIOUS VALUE: 0.5 | ACTUAL RESULT: 12.643749999999999,neutral,0.6810481548309326,neutral
76,Thu,,USD,High,PPI m/m,,0.2%,-0.4%,12.643749999999999,0.2,-0.4,neutral,EVENT: PPI m/m | IMPACT (important): High | FORECAST VALUE: 0.2 | PREVIOUS VALUE: -0.4 | ACTUAL RESULT: 12.643749999999999,neutral,0.7767886519432068,neutral
77,Thu,,USD,High,Retail Sales m/m,,0.0%,1.4%,12.643749999999999,0.0,1.4,neutral,EVENT: Retail Sales m/m | IMPACT (important): High | FORECAST VALUE: 0.0 | PREVIOUS VALUE: 1.4 | ACTUAL RESULT: 12.643749999999999,neutral,0.6211843490600586,neutral
78,Thu,,USD,High,Unemployment Claims,,229K,228K,12.643749999999999,7.064583333333334,5.961311475409836,neutral,EVENT: Unemployment Claims | IMPACT (important): High | FORECAST VALUE: 7.064583333333334 | PREVIOUS VALUE: 5.961311475409836 | ACTUAL RESULT: 12.643749999999999,negative,0.5813607573509216,neutral
79,Thu,,USD,Medium,Empire State Manufacturing Index,,-7.9,-8.1,12.643749999999999,-7.9,-8.1,neutral,EVENT: Empire State Manufacturing Index | IMPACT (important): Medium | FORECAST VALUE: -7.9 | PREVIOUS VALUE: -8.1 | ACTUAL RESULT: 12.643749999999999,neutral,0.7792856693267822,neutral
80,Thu,,USD,Medium,Philly Fed Manufacturing Index,,-9.9,-26.4,12.643749999999999,-9.9,-26.4,neutral,EVENT: Philly Fed Manufacturing Index | IMPACT (important): Medium | FORECAST VALUE: -9.9 | PREVIOUS VALUE: -26.4 | ACTUAL RESULT: 12.643749999999999,neutral,0.7211102843284607,neutral
81,Thu,6:10pm,USD,High,Fed Chair Powell Speaks,,,,12.643749999999999,7.064583333333334,5.961311475409836,neutral,EVENT: Fed Chair Powell Speaks | IMPACT (important): High | FORECAST VALUE: 7.064583333333334 | PREVIOUS VALUE: 5.961311475409836 | ACTUAL RESULT: 12.643749999999999,neutral,0.8437512516975403,neutral
82,Thu,6:45pm,USD,Low,Capacity Utilization Rate,,77.9%,77.8%,12.643749999999999,77.9,77.8,neutral,EVENT: Capacity Utilization Rate | IMPACT (important): Low | FORECAST VALUE: 77.9 | PREVIOUS VALUE: 77.8 | ACTUAL RESULT: 12.643749999999999,negative,0.6716301441192627,bearish
83,Thu,,USD,Low,Industrial Production m/m,,0.2%,-0.3%,12.643749999999999,0.2,-0.3,neutral,EVENT: Industrial Production m/m | IMPACT (important): Low | FORECAST VALUE: 0.2 | PREVIOUS VALUE: -0.3 | ACTUAL RESULT: 12.643749999999999,negative,0.7055508494377136,bearish
84,Thu,7:30pm,GBP,Low,MPC Member Dhingra Speaks,,,,12.643749999999999,7.064583333333334,5.961311475409836,neutral,EVENT: MPC Member Dhingra Speaks | IMPACT (important): Low | FORECAST VALUE: 7.064583333333334 | PREVIOUS VALUE: 5.961311475409836 | ACTUAL RESULT: 12.643749999999999,negative,0.6690006852149963,bearish
85,Thu,,USD,Low,Business Inventories m/m,,0.2%,0.2%,12.643749999999999,0.2,0.2,neutral,EVENT: Business Inventories m/m | IMPACT (important): Low | FORECAST VALUE: 0.2 | PREVIOUS VALUE: 0.2 | ACTUAL RESULT: 12.643749999999999,negative,0.7835274934768677,bearish
